row,source_id,class_id,class_name,split
56,ASASSN-V_J010717.57-731326.2,0,CEP,train
57,ASASSN-V J193600.95+415922.3,0,CEP,train
58,ASASSN-V J210746.54+464413.0,0,CEP,train
59,ASASSN-V_J073149.09-200858.8,0,CEP,train
60,ASASSN-V J072157.01+034631.4,0,CEP,train
61,ASASSN-V J054310.20-692808.7,0,CEP,train
62,ASASSN-V J033511.96+581740.8,0,CEP,train
63,ASASSN-V_J084235.50-561729.9,0,CEP,train
64,ASASSN-V J091209.71-502233.5,0,CEP,train
65,ASASSN-V J044723.97-694320.6,0,CEP,train
66,ASASSN-V J115301.86-231259.0,0,CEP,train
67,ASASSN-V J191527.51+235131.9,0,CEP,train
68,ASASSN-V J073335.59-255036.9,0,CEP,train
69,ASASSN-V J053734.51-661700.9,0,CEP,train
70,ASASSN-V J195413.18+292039.1,0,CEP,test
71,ASASSN-V J055050.77-670830.2,0,CEP,train
72,ASASSN-V J052225.33-070203.3,0,CEP,train
73,ASASSN-V J075742.06-273607.3,0,CEP,train
74,ASASSN-V J182845.23+051409.2,0,CEP,train
75,ASASSN-V_J061822.92+174754.6,0,CEP,train
76,ASASSN-V J161114.89-165139.9,0,CEP,train
77,ASASSN-V J213240.38+491244.9,0,CEP,train
78,ASASSN-V J011950.97-740114.4,0,CEP,train
79,ASASSN-V J063912.97-102514.2,0,CEP,train
80,ASASSN-V J123907.25-581704.4,0,CEP,train
81,ASASSN-V J073453.49-265120.6,0,CEP,train
82,ASASSN-V J181720.37-332052.5,0,CEP,train
83,ASASSN-V J042351.32-765442.8,0,CEP,train
84,ASASSN-V J075922.32-332125.9,0,CEP,train
85,ASASSN-V_J022049.49-730508.3,0,CEP,train
86,ASASSN-V_J213909.97+464331.6,0,CEP,train
87,ASASSN-V J061221.98+133812.1,0,CEP,train
88,ASASSN-V_J064354.18-023235.2,0,CEP,train
89,ASASSN-V J175218.37-344639.6,0,CEP,test
90,ASASSN-V J110128.39-641726.7,0,CEP,train
91,ASASSN-V J061559.86+234451.3,0,CEP,train
92,ASASSN-V J080822.56-322235.4,0,CEP,train
93,ASASSN-V J011422.81-714620.2,0,CEP,train
94,ASASSN-V J193202.64+130236.6,0,CEP,train
95,ASASSN-V J023505.80+592302.5,0,CEP,train
96,ASASSN-V_J021029.17+631751.1,0,CEP,test
97,ASASSN-V_J075357.63-282203.4,0,CEP,train
98,ASASSN-V J050848.50-665505.1,0,CEP,train
99,ASASSN-V_J051527.19+372220.9,0,CEP,train
100,ASASSN-V J181511.58-370651.7,0,CEP,train
101,ASASSN-V J045745.04-654230.5,0,CEP,train
102,ASASSN-V J180528.86+075421.1,0,CEP,test
103,ASASSN-V J071311.66-184351.2,0,CEP,train
104,ASASSN-V J060544.70+131424.0,0,CEP,train
105,ASASSN-V_J180050.40-015246.9,0,CEP,train
106,ASASSN-V J163652.80-280534.5,0,CEP,train
107,ASASSN-V_J093651.46-530158.0,0,CEP,train
108,ASASSN-V J174824.40-591040.6,0,CEP,train
109,ASASSN-V J070708.63-074742.4,0,CEP,train
110,ASASSN-V J010336.91-715146.2,0,CEP,train
111,ASASSN-V J175908.22+053826.4,0,CEP,test
112,ASASSN-V J024805.61+575604.1,0,CEP,train
113,ASASSN-V J011658.02-734310.4,0,CEP,test
114,ASASSN-V_J073453.40-265120.9,0,CEP,train
115,ASASSN-V_J184226.82-052027.1,0,CEP,train
116,ASASSN-V J033620.15+621713.9,0,CEP,train
117,ASASSN-V_J000145.95+622527.3,0,CEP,train
118,ASASSN-V_J065201.10-124543.4,0,CEP,train
119,ASASSN-V J074750.45-321114.6,0,CEP,test
120,ASASSN-V J192832.20+104812.6,0,CEP,train
121,ASASSN-V_J082126.61-382518.1,0,CEP,train
122,ASASSN-V_J075450.59-373720.8,0,CEP,train
123,ASASSN-V J194807.25-260932.0,0,CEP,train
124,ASASSN-V_J223105.31+601556.5,0,CEP,train
125,ASASSN-V J233320.27+610708.6,0,CEP,train
126,ASASSN-V_J103437.17-580122.5,0,CEP,train
127,ASASSN-V J052123.20-651728.4,0,CEP,train
128,ASASSN-V J044344.18-701814.2,0,CEP,train
129,ASASSN-V J114858.88-622543.7,0,CEP,train
130,ASASSN-V J030554.69+574544.2,0,CEP,test
131,ASASSN-V J170655.52-233305.4,0,CEP,train
132,ASASSN-V_J011601.20+613714.5,0,CEP,train
133,ASASSN-V_J005512.93+641538.7,0,CEP,train
134,ASASSN-V_J011327.74-722822.2,0,CEP,train
135,ASASSN-V J081259.73-442549.5,0,CEP,train
136,ASASSN-V_J190007.39-365446.6,0,CEP,train
137,ASASSN-V J032014.28+550657.2,0,CEP,train
138,ASASSN-V J081014.62-325331.1,0,CEP,test
139,ASASSN-V_J074925.24-381421.7,0,CEP,train
140,ASASSN-V_J184816.32+004903.5,0,CEP,train
141,ASASSN-V J050608.90-711526.2,0,CEP,train
142,ASASSN-V J101501.48-585255.3,0,CEP,train
143,ASASSN-V J022714.54+493042.2,0,CEP,train
144,ASASSN-V J140433.89-453232.0,0,CEP,train
145,ASASSN-V J084235.46-561730.1,0,CEP,train
146,ASASSN-V J061943.64+253044.2,0,CEP,train
147,ASASSN-V J012704.46-734908.1,0,CEP,train
148,ASASSN-V_J102434.17-593209.5,0,CEP,train
149,ASASSN-V J045247.76-682055.9,0,CEP,test
150,ASASSN-V_J033620.15+621714.0,0,CEP,train
151,ASASSN-V J060225.29+550006.3,0,CEP,test
152,ASASSN-V J115440.39-621720.9,0,CEP,train
153,ASASSN-V_J003603.46-735558.9,0,CEP,test
154,ASASSN-V J065850.58-134412.2,0,CEP,train
155,ASASSN-V J020259.69-740325.1,0,CEP,train
156,ASASSN-V J082116.75-384515.6,0,CEP,train
157,ASASSN-V J052429.20-721706.6,0,CEP,train
158,ASASSN-V J233238.92+630409.1,0,CEP,train
159,ASASSN-V J035622.39+571525.9,0,CEP,train
160,ASASSN-V_J094826.80-580105.3,0,CEP,train
161,ASASSN-V_J232558.47+611600.6,0,CEP,train
162,ASASSN-V J163010.15-571952.2,0,CEP,train
163,ASASSN-V_J074154.89-210759.0,0,CEP,train
164,ASASSN-V_J034608.25+584703.2,0,CEP,train
165,ASASSN-V_J070915.41-134709.9,0,CEP,train
166,ASASSN-V J081448.26-373906.9,0,CEP,train
167,ASASSN-V J074400.04-300829.4,0,CEP,train
168,ASASSN-V J064742.99-134000.3,0,CEP,train
169,ASASSN-V J062526.15+061734.5,0,CEP,train
170,ASASSN-V_J073610.65-252150.5,0,CEP,train
171,ASASSN-V J074354.86-323013.7,0,CEP,train
172,ASASSN-V J055210.46-674457.9,0,CEP,train
173,ASASSN-V J185717.71-380830.0,0,CEP,train
174,ASASSN-V J011327.86-722822.1,0,CEP,train
175,ASASSN-V J104454.12-581753.0,0,CEP,train
176,ASASSN-V J044206.24-675811.2,0,CEP,train
177,ASASSN-V J050346.21-685237.0,0,CEP,train
178,ASASSN-V J135501.09-640154.9,0,CEP,train
179,ASASSN-V J010406.85-730023.9,0,CEP,train
180,ASASSN-V J045026.61-703327.7,0,CEP,train
181,ASASSN-V J090932.09-535915.8,0,CEP,train
182,ASASSN-V_J014702.71+593622.5,0,CEP,train
183,ASASSN-V_J083908.02-372231.8,0,CEP,train
184,ASASSN-V J185632.38+104843.3,0,CEP,train
185,ASASSN-V J054457.17-662311.1,0,CEP,train
186,ASASSN-V J183122.38-125543.1,0,CEP,train
187,ASASSN-V J011518.84-724144.1,0,CEP,train
188,ASASSN-V_J093323.72-524521.0,0,CEP,train
189,ASASSN-V J065032.37+000025.5,0,CEP,test
190,ASASSN-V_J072756.54-164953.4,0,CEP,train
191,ASASSN-V J045822.91-710231.4,0,CEP,train
192,ASASSN-V J214820.68+553900.4,0,CEP,train
193,ASASSN-V_J163808.60-312839.5,0,CEP,train
194,ASASSN-V J063114.54+115101.4,0,CEP,train
195,ASASSN-V J051056.20-690155.1,0,CEP,train
196,ASASSN-V J071051.87-164422.5,0,CEP,train
197,ASASSN-V J165711.75-040359.7,0,CEP,train
198,ASASSN-V J033113.90+635844.3,0,CEP,train
199,ASASSN-V_J034825.67+592632.2,0,CEP,test
200,GaiaID3063243041412878976,1,EB,train
201,GaiaID1831723222983554304,1,EB,train
202,GaiaID1398361572561627136,1,EB,train
203,GaiaID1415133175038821888,1,EB,train
204,GaiaID4062280398996572800,1,EB,train
205,GaiaID4651727036455330048,1,EB,train
206,GaiaID5934240318778758528,1,EB,train
207,GaiaID401487362374594560,1,EB,train
208,GaiaID5827378848024261376,1,EB,train
209,GaiaID6057787939229798528,1,EB,train
210,GaiaID6763903029627921280,1,EB,train
211,GaiaID4795804707993358080,1,EB,train
212,GaiaID5794368897618549760,1,EB,train
213,GaiaID4201541930430377600,1,EB,train
214,GaiaID1311969507994048768,1,EB,train
215,GaiaID5573294183428675072,1,EB,train
216,GaiaID2301380954806499712,1,EB,train
217,GaiaID5400901141131539072,1,EB,train
218,GaiaID5797457911123322368,1,EB,train
219,GaiaID5876232387386918784,1,EB,train
220,GaiaID3152921065202642944,1,EB,train
221,GaiaID1795668209473612160,1,EB,train
222,GaiaID505960792588108160,1,EB,train
223,GaiaID6090751160361867264,1,EB,train
224,GaiaID3017701991345403776,1,EB,train
225,GaiaID1816610607459220096,1,EB,train
226,GaiaID6720802006338285184,1,EB,test
227,GaiaID5189548411835233792,1,EB,train
228,GaiaID481676016700987392,1,EB,train
229,GaiaID3425734261107119104,1,EB,train
230,GaiaID5334741907329338112,1,EB,train
231,GaiaID5343851159277227648,1,EB,train
232,GaiaID2979848176824585984,1,EB,train
233,GaiaID3058701680438588416,1,EB,train
234,GaiaID4193944515539307520,1,EB,train
235,GaiaID5718116739740655744,1,EB,train
236,GaiaID5302000276376302208,1,EB,train
237,GaiaID5031669983878164992,1,EB,train
238,GaiaID5574369510097625600,1,EB,train
239,GaiaID4041785605335794304,1,EB,train
240,GaiaID3368299312725532416,1,EB,train
241,GaiaID2138194703190666880,1,EB,train
242,GaiaID5877586298540278784,1,EB,test
243,GaiaID4036004373193626752,1,EB,test
244,GaiaID5251148035405027584,1,EB,train
245,GaiaID5602322462948570752,1,EB,train
246,GaiaID3324675669199676160,1,EB,train
247,GaiaID5653382305455570560,1,EB,test
248,GaiaID6086309648778155008,1,EB,train
249,GaiaID5737681788941145344,1,EB,train
250,GaiaID4043342449449860608,1,EB,train
251,GaiaID5696472990789637248,1,EB,train
252,GaiaID5831184330823394304,1,EB,train
253,GaiaID5700665634783566848,1,EB,train
254,GaiaID5414850335923108736,1,EB,train
255,GaiaID5614864042322864128,1,EB,train
256,GaiaID6007247444116779264,1,EB,train
257,GaiaID431584053656972160,1,EB,train
258,GaiaID2241003507153424128,1,EB,train
259,GaiaID4839683330839909504,1,EB,train
260,GaiaID5933737635820667904,1,EB,train
261,GaiaID4366994279808812544,1,EB,train
262,GaiaID2138942371096254080,1,EB,test
263,GaiaID6153253826546537856,1,EB,test
264,GaiaID6773108415853131008,1,EB,train
265,GaiaID2006848551668502656,1,EB,train
266,GaiaID2180704498481472256,1,EB,train
267,GaiaID5442030916190904960,1,EB,train
268,GaiaID4135173591830392448,1,EB,train
269,GaiaID4048907902469322240,1,EB,train
270,GaiaID2040192242514424576,1,EB,train
271,GaiaID1930089037887948672,1,EB,train
272,GaiaID2101238055798369024,1,EB,train
273,GaiaID4046190317638901120,1,EB,train
274,GaiaID6682783982305676544,1,EB,test
275,GaiaID3989159134830044800,1,EB,train
276,GaiaID3351357071197446144,1,EB,train
277,GaiaID5431404789145609216,1,EB,test
278,GaiaID4205609646776924544,1,EB,train
279,GaiaID1998539782816218624,1,EB,train
280,GaiaID5602392831693308032,1,EB,test
281,GaiaID3516099170422068096,1,EB,train
282,GaiaID2912061017229342848,1,EB,train
283,GaiaID5869781105942502912,1,EB,train
284,GaiaID6152684348242997376,1,EB,test
285,GaiaID6708144291025890048,1,EB,train
286,GaiaID672559825214275456,1,EB,train
287,GaiaID5930536201547708032,1,EB,train
288,GaiaID3530169929960791936,1,EB,test
289,GaiaID1981068787880269056,1,EB,train
290,GaiaID6667842242056748800,1,EB,train
291,GaiaID5246024414288264192,1,EB,train
292,GaiaID5602071941782418944,1,EB,train
293,GaiaID1961333275700338176,1,EB,train
294,GaiaID4077038873055944960,1,EB,train
295,GaiaID3398189978705672448,1,EB,train
296,GaiaID5916319378705204608,1,EB,train
297,GaiaID5848797167084998656,1,EB,train
298,GaiaID1804038722778775168,1,EB,train
299,GaiaID1823374047106859136,1,EB,train
300,GaiaID6008295175626340480,1,EB,train
301,GaiaID2239990856941978624,1,EB,train
302,GaiaID4741731275895143808,1,EB,train
303,GaiaID2073462364874844416,1,EB,train
304,GaiaID274800395678550400,1,EB,train
305,GaiaID4582368232366467840,1,EB,train
306,GaiaID2993156459409678208,1,EB,train
307,GaiaID2073744385293635072,1,EB,train
308,GaiaID5711914600810612736,1,EB,train
309,GaiaID1979527375654697216,1,EB,train
310,GaiaID2259962661026417920,1,EB,train
311,GaiaID1583015204597408000,1,EB,train
312,GaiaID5585962653327511168,1,EB,train
313,GaiaID3382691125362347136,1,EB,train
314,GaiaID5313365069095259776,1,EB,train
315,GaiaID141039136795692544,1,EB,train
316,GaiaID5508985264446721024,1,EB,train
317,GaiaID4486482091051044736,1,EB,train
318,GaiaID3196637544441765760,1,EB,train
319,GaiaID3418962231552519552,1,EB,train
320,GaiaID6071572001089379840,1,EB,train
321,GaiaID5229702851366416000,1,EB,test
322,GaiaID6087070815760637952,1,EB,train
323,GaiaID2025193151621249408,1,EB,train
324,GaiaID5863918406934901120,1,EB,train
325,GaiaID4531081237620493568,1,EB,train
326,GaiaID6107603993550545536,1,EB,train
327,GaiaID4601676171944745472,1,EB,train
328,GaiaID995563764129045632,1,EB,train
329,GaiaID1278104756017018112,1,EB,train
330,GaiaID2033151966519006592,1,EB,test
331,GaiaID6107270257412935424,1,EB,train
332,GaiaID5516216202673838208,1,EB,test
333,GaiaID2923496002581530752,1,EB,train
334,GaiaID3482874952688910976,1,EB,train
335,GaiaID5641053447219190272,1,EB,train
336,GaiaID2070338652327214848,1,EB,train
337,GaiaID5407379802942363904,1,EB,train
338,GaiaID5638785395252882944,1,EB,train
339,GaiaID2751386668640105216,1,EB,test
340,GaiaID5702365475455907968,1,EB,train
341,GaiaID1909484911538975488,1,EB,train
342,GaiaID5516421055437013120,1,EB,train
343,GaiaID1741318868675197184,1,EB,train
344,GaiaID684345112395534976,1,EB,train
345,GaiaID2037137146379469184,1,EB,train
346,GaiaID5728331202757754880,1,EB,train
347,GaiaID6581915339627318272,1,EB,train
348,GaiaID5413042773165296640,1,EB,train
349,GaiaID6410704371110457728,1,EB,train
350,GaiaID4124811961729706880,1,EB,train
351,GaiaID6060231260225975424,1,EB,train
352,GaiaID5696313316780043904,1,EB,train
353,GaiaID1401770299126163072,1,EB,train
354,GaiaID5718123577328408448,1,EB,train
355,GaiaID2892155115123345408,1,EB,train
356,GaiaID5930665806496244224,1,EB,train
357,GaiaID5466514153921275136,1,EB,train
358,GaiaID6110143315655439104,1,EB,train
359,GaiaID4412345629762857984,1,EB,train
360,GaiaID5254701450851376768,1,EB,test
361,GaiaID6030091413105185280,1,EB,train
362,GaiaID6079889600389140096,1,EB,train
363,GaiaID1908224046579321344,1,EB,test
364,GaiaID5252482120975286784,1,EB,train
365,GaiaID5338217777124683776,1,EB,train
366,GaiaID4298180519965724160,1,EB,train
367,GaiaID5818544516922050432,1,EB,train
368,GaiaID632926859142988928,1,EB,train
369,GaiaID5398369202074260736,1,EB,train
370,GaiaID5932087092687080960,1,EB,train
371,GaiaID2032385778726741376,1,EB,train
372,GaiaID497731910122850048,1,EB,train
373,GaiaID1653520460016032256,1,EB,train
374,GaiaID3367054493763481088,1,EB,test
375,GaiaID5711475753937230464,1,EB,train
376,GaiaID5345800662122561408,1,EB,train
377,GaiaID5836041389169859840,1,EB,train
378,GaiaID5694512905157615488,1,EB,train
379,GaiaID5253598778122857216,1,EB,train
380,GaiaID5932349394927211648,1,EB,test
381,GaiaID4854906511706572032,1,EB,train
382,GaiaID5926810025306516224,1,EB,train
383,GaiaID2151138257149025408,1,EB,train
384,GaiaID640577230984572672,1,EB,test
385,GaiaID5321296086969867648,1,EB,train
386,GaiaID6057959566139389568,1,EB,train
387,GaiaID3800955347251088640,1,EB,train
388,GaiaID5838833461388715776,1,EB,train
389,GaiaID6788864902809844352,1,EB,train
390,GaiaID259099472708812288,1,EB,train
391,GaiaID5749735528758060032,1,EB,train
392,GaiaID4104455912694681984,1,EB,train
393,GaiaID5932693752592121856,1,EB,train
394,GaiaID5919759097743288320,1,EB,train
395,GaiaID994481642822487168,1,EB,train
396,GaiaID470188972052743296,1,EB,train
397,GaiaID4661546332429646592,1,EB,train
398,GaiaID2239191438972985984,1,EB,train
399,GaiaID5353146464944134528,1,EB,train
400,ASASSN-V J152014.45+035955.1,2,RRAB,train
401,ASASSN-V_J173230.31-685023.1,2,RRAB,train
402,ASASSN-V J224722.19-055948.5,2,RRAB,train
403,ASASSN-V J004336.28-684331.9,2,RRAB,train
404,ASASSN-V_J121328.50+312416.7,2,RRAB,train
405,ASASSN-V_J091910.37+265733.5,2,RRAB,train
406,ASASSN-V J095245.19-123811.5,2,RRAB,train
407,ASASSN-V J173200.50+450139.8,2,RRAB,train
408,ASASSN-V J134043.20-320210.3,2,RRAB,train
409,ASASSN-V_J135139.89-174740.0,2,RRAB,train
410,ASASSN-V_J135035.41-462704.3,2,RRAB,test
411,ASASSN-V_J215958.10-262439.8,2,RRAB,train
412,ASASSN-V J223329.87-133333.9,2,RRAB,train
413,ASASSN-V J152038.38-221729.8,2,RRAB,train
414,ASASSN-V J215517.63-350341.8,2,RRAB,train
415,ASASSN-V_J215634.88-252250.4,2,RRAB,train
416,ASASSN-V J210215.63+161900.6,2,RRAB,train
417,ASASSN-V_J105243.21+431430.5,2,RRAB,train
418,ASASSN-V J175233.13-461531.4,2,RRAB,train
419,ASASSN-V J202734.01-294548.4,2,RRAB,train
420,ASASSN-V J203954.32+163013.9,2,RRAB,train
421,ASASSN-V J134450.44+624645.2,2,RRAB,train
422,ASASSN-V J164537.91+755137.4,2,RRAB,train
423,ASASSN-V J193622.83-683323.3,2,RRAB,train
424,ASASSN-V_J234342.41-402613.0,2,RRAB,train
425,ASASSN-V_J125316.35+465538.3,2,RRAB,train
426,ASASSN-V_J161312.38+515215.5,2,RRAB,train
427,ASASSN-V J145141.35+380948.1,2,RRAB,train
428,ASASSN-V_J191601.59-205345.8,2,RRAB,train
429,ASASSN-V J102710.16-080941.5,2,RRAB,train
430,ASASSN-V_J135128.48+201454.9,2,RRAB,train
431,ASASSN-V J133857.44-313033.8,2,RRAB,test
432,ASASSN-V_J133115.82+405656.8,2,RRAB,train
433,ASASSN-V J123804.53+071829.2,2,RRAB,train
434,ASASSN-V J132339.06-144211.7,2,RRAB,train
435,ASASSN-V_J194010.29-615848.3,2,RRAB,train
436,ASASSN-V J191410.59-261424.3,2,RRAB,train
437,ASASSN-V J173159.29-570700.2,2,RRAB,train
438,ASASSN-V_J145816.14-300720.1,2,RRAB,train
439,ASASSN-V J154352.76-722248.3,2,RRAB,train
440,ASASSN-V_J195258.57-295258.3,2,RRAB,train
441,ASASSN-V_J195732.99-472545.2,2,RRAB,train
442,ASASSN-V_J133010.49-144508.6,2,RRAB,train
443,ASASSN-V_J210541.45-491930.3,2,RRAB,train
444,ASASSN-V J132419.30-304551.8,2,RRAB,train
445,ASASSN-V_J203113.90+150431.9,2,RRAB,train
446,ASASSN-V_J201858.00+015132.7,2,RRAB,train
447,ASASSN-V J182009.96-425315.2,2,RRAB,train
448,ASASSN-V J204523.33-133328.0,2,RRAB,train
449,ASASSN-V_J103731.77-003952.2,2,RRAB,train
450,ASASSN-V J125120.64-121749.1,2,RRAB,train
451,ASASSN-V_J151922.45-051715.1,2,RRAB,train
452,ASASSN-V_J234628.61-813003.3,2,RRAB,train
453,ASASSN-V_J182520.83+151820.3,2,RRAB,test
454,ASASSN-V_J130031.83-312933.6,2,RRAB,train
455,ASASSN-V J174214.96+554444.4,2,RRAB,train
456,ASASSN-V J024953.84-624034.3,2,RRAB,train
457,ASASSN-V_J134826.00+243209.9,2,RRAB,train
458,ASASSN-V J080222.99+091150.4,2,RRAB,train
459,ASASSN-V J214410.00-084610.3,2,RRAB,train
460,ASASSN-V J014611.42-523606.7,2,RRAB,train
461,ASASSN-V_J005207.93-605623.5,2,RRAB,train
462,ASASSN-V J212850.21-255644.6,2,RRAB,train
463,ASASSN-V J223636.36+175335.8,2,RRAB,train
464,ASASSN-V_J014712.42-090347.8,2,RRAB,test
465,ASASSN-V J234948.19-364843.8,2,RRAB,train
466,ASASSN-V J165900.53+152220.4,2,RRAB,train
467,ASASSN-V J072335.80+153233.4,2,RRAB,train
468,ASASSN-V_J191040.38-520221.9,2,RRAB,train
469,ASASSN-V J142128.24-212855.9,2,RRAB,train
470,ASASSN-V J194557.66-200034.0,2,RRAB,train
471,ASASSN-V_J113334.84-303327.8,2,RRAB,train
472,ASASSN-V J053548.38-264856.7,2,RRAB,train
473,ASASSN-V J223303.22-111650.2,2,RRAB,test
474,ASASSN-V_J131644.29+000557.5,2,RRAB,train
475,ASASSN-V J074937.08+015740.9,2,RRAB,train
476,ASASSN-V J230142.63-010740.0,2,RRAB,train
477,ASASSN-V_J174037.04+051122.5,2,RRAB,train
478,ASASSN-V_J013646.69-785703.1,2,RRAB,train
479,ASASSN-V J114313.35+210810.6,2,RRAB,train
480,ASASSN-V_J100456.05-780201.1,2,RRAB,test
481,ASASSN-V_J144313.18-251930.8,2,RRAB,train
482,ASASSN-V_J125359.72-204455.6,2,RRAB,train
483,ASASSN-V J191723.77-525952.8,2,RRAB,train
484,ASASSN-V_J210608.27+212038.0,2,RRAB,train
485,ASASSN-V J191521.84-501156.3,2,RRAB,train
486,ASASSN-V_J201800.15-173508.4,2,RRAB,test
487,ASASSN-V_J034208.41-461759.8,2,RRAB,train
488,ASASSN-V J095112.12+131915.7,2,RRAB,train
489,ASASSN-V_J221802.87-214924.1,2,RRAB,train
490,ASASSN-V_J211638.09-153803.6,2,RRAB,train
491,ASASSN-V_J204453.13+225354.6,2,RRAB,test
492,ASASSN-V_J200057.17-274617.6,2,RRAB,train
493,ASASSN-V_J062852.66-430551.2,2,RRAB,train
494,ASASSN-V_J223603.87-100055.1,2,RRAB,train
495,ASASSN-V_J144255.25-261209.2,2,RRAB,train
496,ASASSN-V J194805.73-423949.1,2,RRAB,train
497,ASASSN-V J173709.15+374245.7,2,RRAB,train
498,ASASSN-V_J202520.67-390126.2,2,RRAB,train
499,ASASSN-V_J015936.35-295440.9,2,RRAB,train
500,ASASSN-V_J163837.20+175925.0,2,RRAB,train
501,ASASSN-V_J090014.81-094644.4,2,RRAB,test
502,ASASSN-V_J143748.51+574626.6,2,RRAB,train
503,ASASSN-V J152422.40-150825.6,2,RRAB,train
504,ASASSN-V J202800.72+012112.4,2,RRAB,train
505,ASASSN-V J014526.51-091920.6,2,RRAB,train
506,ASASSN-V J214154.56-144126.2,2,RRAB,train
507,ASASSN-V_J114632.58+161352.2,2,RRAB,train
508,ASASSN-V_J223051.35+015648.9,2,RRAB,train
509,ASASSN-V J062912.78-425822.2,2,RRAB,train
510,ASASSN-V_J131326.75-375943.1,2,RRAB,train
511,ASASSN-V J190645.99-295628.8,2,RRAB,train
512,ASASSN-V_J172632.90+175048.6,2,RRAB,train
513,ASASSN-V_J005000.63-623807.5,2,RRAB,test
514,ASASSN-V J145857.84+081842.9,2,RRAB,train
515,ASASSN-V_J105142.53-303836.1,2,RRAB,train
516,ASASSN-V J140750.99-153707.4,2,RRAB,train
517,ASASSN-V J054838.04-192929.5,2,RRAB,train
518,ASASSN-V_J211233.77+085731.3,2,RRAB,train
519,ASASSN-V_J221133.80-080511.8,2,RRAB,train
520,ASASSN-V_J154724.00+084434.6,2,RRAB,test
521,ASASSN-V J013726.14-411628.1,2,RRAB,train
522,ASASSN-V J082509.00+114808.8,2,RRAB,train
523,ASASSN-V J092531.61-102106.2,2,RRAB,train
524,ASASSN-V J141604.53+522750.2,2,RRAB,train
525,ASASSN-V J150117.52+871100.6,2,RRAB,train
526,ASASSN-V J043445.27-345705.9,2,RRAB,train
527,ASASSN-V J181145.66-391103.2,2,RRAB,train
528,ASASSN-V_J150928.62-395533.0,2,RRAB,train
529,ASASSN-V_J102615.18-351023.5,2,RRAB,train
530,ASASSN-V_J065248.20+535230.3,2,RRAB,train
531,ASASSN-V_J193235.55-175119.0,2,RRAB,train
